,DiskUsage,TotalCpus,TotalMemory,TotalDisk,CpuCacheSize,TotalVirtualMemory,GLIDEIN_Job_Max_Time,TotalSlots,CpuIsBusy,SlotType,Failure,Site
49826,1551111,8,20240,1718234464,20480,66076924,34800,9,1,0,0,London_Brunel
49829,7705682,2,8000,358145256,512,791619664,34800,3,1,0,0,RAL
49834,2322133,128,248000,371398504,512,356858728,7200,31,0,0,0,Purdue-Anvil
49839,661006,56,192000,149545768,39424,196111704,7200,13,0,0,0,TACC-Frontera
49842,221382,56,192000,149548852,39424,196111712,7200,15,0,0,0,TACC-Frontera
49847,2191265,8,32768,6724141836,22528,262472156,34800,9,1,0,1,Manchester
49849,847922,56,192000,149535056,39424,196111708,7200,15,0,0,0,TACC-Frontera
49855,4250,128,248000,371393536,512,352990820,7200,32,0,0,0,Purdue-Anvil
49856,11511084,64,122000,669995904,40960,131890088,7200,16,0,0,0,T3_US_NERSC
49871,474627,64,122000,669995268,40960,131890088,7200,16,0,0,0,T3_US_NERSC
49874,51774,64,122000,669995248,40960,131890088,7200,16,0,0,0,T3_US_NERSC
49875,97724,64,122000,669995408,40960,131890088,7200,16,0,0,0,T3_US_NERSC
49879,19723,64,122000,669995492,40960,131890088,7200,16,0,0,0,T3_US_NERSC
49885,291631,64,122000,669995584,40960,131890088,7200,11,0,0,0,T3_US_NERSC
49889,1748568,8,24576,873335236,20480,98065548,34800,3,0,0,0,Lancaster
49893,205928,56,192000,149494456,39424,196111704,7200,15,0,0,0,TACC-Frontera
49896,2382838,128,248000,371401512,512,357447272,7200,32,0,0,0,Purdue-Anvil
49897,860697,64,122000,669995268,40960,131890088,7200,16,0,0,0,T3_US_NERSC
49902,548269,8,32768,14184146000,512,592741904,34800,5,1,0,1,Manchester
49905,67907,128,248000,371368792,512,357453672,7200,32,1,0,0,Purdue-Anvil
49911,1810052,1,3000,5900745732,36608,254574632,34800,1,1,1,0,BNL
49914,1166027,4,16000,741796560,36608,427569456,34800,5,1,0,1,London_QMUL
49915,266825,48,192000,149581236,33792,196453676,7200,13,0,0,0,TACC-Stampede2
49916,1085801,8,20240,1289352620,512,527444092,34800,8,1,0,0,CERN
49926,2841518,128,248000,371398172,512,357456228,7200,32,1,0,0,Purdue-Anvil
49928,1112158,128,248000,371397652,512,356661860,7200,32,0,0,0,Purdue-Anvil
49932,27014,2,6400,672528272,25600,301821752,34800,2,1,0,1,BR_CBPF
49934,188967,56,192000,149546676,39424,196111708,7200,15,0,0,0,TACC-Frontera
49936,359123,4,16000,175201576,16384,125107436,34800,2,1,0,0,JINR_CLOUD
49938,186895,56,192000,149548696,39424,196111708,7200,14,0,0,0,TACC-Frontera
49946,648491,64,122000,669995904,40960,131890088,7200,16,0,0,0,T3_US_NERSC
49949,222157,64,122000,669995728,40960,131890088,7200,16,0,0,0,T3_US_NERSC
49959,530451,8,32768,14062036304,512,593733976,34800,9,1,0,1,Manchester
49970,1181229,64,122000,669995468,40960,131890088,7200,16,0,0,0,T3_US_NERSC
49979,20845,56,192000,149548944,39424,196111704,7200,15,0,0,0,TACC-Frontera
49980,4382596,128,248000,371349284,512,353891172,7200,32,1,0,0,Purdue-Anvil
49985,1378622,128,248000,371401372,512,355454824,7200,32,0,0,0,Purdue-Anvil
49989,66104,64,122000,669995292,40960,131890088,7200,16,0,0,0,T3_US_NERSC
49990,66346,64,122000,669995424,40960,131890088,7200,16,0,0,0,T3_US_NERSC
49996,10458752,8,32768,13864275568,512,593545444,34800,9,1,0,1,Manchester
49998,12376876,8,32768,859064164,512,524553224,14400,9,1,0,0,UConn-HPC
50003,1261600,1,4096,3157662204,512,592351476,34800,1,1,1,0,NIKHEF
50008,179756,48,192000,149583244,33792,196453572,7200,13,0,0,0,TACC-Stampede2
50009,10786625,8,48000,1676426328,512,398333660,34800,9,1,0,0,IN_TIFR
50011,557528,48,192000,149634548,33792,196453564,7200,13,1,0,0,TACC-Stampede2
50028,46860,64,122000,669995544,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50036,100,8,20240,2999416380,22528,383702012,34800,4,0,0,0,CERN
50042,69297,64,122000,669995540,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50043,108957,128,248000,371353924,512,357335912,7200,32,0,0,0,Purdue-Anvil
50045,18499,56,192000,149549484,39424,196111708,7200,9,0,0,0,TACC-Frontera
50050,40724,64,122000,669995328,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50059,43236,128,248000,371402460,512,354693988,7200,32,0,0,0,Purdue-Anvil
50068,653123,8,32768,6355902196,512,594865992,34800,9,1,0,1,Manchester
50070,20378,64,122000,669995204,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50072,138327,56,192000,149543084,39424,196111712,7200,15,0,0,0,TACC-Frontera
50073,776346,56,192000,149537684,39424,196111704,7200,15,0,0,0,TACC-Frontera
50079,2181378,8,32768,609990784,512,523947364,14400,9,1,0,1,UConn-HPC
50088,183969,4,10000,1644495852,14080,133708268,34800,5,1,0,1,CCIN2P3
50092,692329,16,90624,558717504,16384,96991728,34800,16,0,0,0,CA_Victoria
50093,2310391,128,248000,371396360,512,357456228,7200,32,0,0,0,Purdue-Anvil
50095,1649394,1,3000,6813708136,35840,192131864,34800,1,1,1,0,BNL
50096,1116842,8,20240,1680506104,20480,66533384,34800,9,1,0,1,London_Brunel
50104,263885,128,248000,371398356,512,356447332,7200,32,0,0,0,Purdue-Anvil
50109,222214,56,192000,149494824,39424,196111708,7200,15,0,0,0,TACC-Frontera
50112,4156544,56,192000,149548864,39424,196111708,7200,15,0,0,0,TACC-Frontera
50117,193313,8,32768,6500331136,512,594680904,34800,7,1,0,0,Manchester
50119,1717326,56,192000,149541204,39424,196111704,7200,15,0,0,0,TACC-Frontera
50125,4170127,128,248000,371391112,512,357452900,7200,32,0,0,0,Purdue-Anvil
50126,156104,64,122000,669995564,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50141,36050,64,122000,669995248,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50144,32191,64,122000,669995348,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50145,67066,64,122000,669995808,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50149,31051,256,510000,1340088548,512,527683920,7200,65,0,0,0,NERSC-Perlmutter-CPU
50155,33552,64,122000,669995644,40960,131890088,7200,13,0,0,0,T3_US_NERSC
50159,59093,8,24576,871093664,20480,97187924,34800,4,0,0,0,Lancaster
50160,22967,56,192000,149544636,39424,196111704,7200,15,0,0,0,TACC-Frontera
50163,83684,56,192000,149528276,39424,196111704,7200,15,0,0,0,TACC-Frontera
50166,2227979,128,248000,371401512,512,357447272,7200,32,0,0,0,Purdue-Anvil
50167,1235525,64,122000,669995448,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50175,67222,128,248000,371347280,512,356698468,7200,31,0,0,0,Purdue-Anvil
50178,837592,4,30000,5728954428,512,500686908,34800,5,1,0,1,SURFsara
50180,22295903,8,32768,6781011184,22528,260016352,34800,6,1,0,1,Manchester
50184,1843585,4,16000,799391172,36608,429021564,34800,5,1,0,1,London_QMUL
50185,3269249,48,192000,149581364,33792,196453560,7200,13,0,0,0,TACC-Stampede2
50186,2123479,8,20240,1315449508,512,527580748,34800,9,1,0,0,CERN
50196,219650,128,248000,371398172,512,357456228,7200,32,0,0,0,Purdue-Anvil
50198,959161,128,248000,371398324,512,357436776,7200,31,0,0,0,Purdue-Anvil
50202,12469,4,16000,251443464,16384,28642924,34800,4,0,0,0,JINR_CLOUD
50204,2076933,56,192000,149549040,39424,196111708,7200,15,0,0,0,TACC-Frontera
50215,1041363,4,8192,382251388,12288,44291756,34800,5,1,0,1,London
50216,2274490,64,122000,669995404,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50219,221877,64,122000,669995344,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50229,4956,8,32768,6247345084,512,594415916,34800,5,1,0,1,Manchester
50240,8917772,64,122000,669995268,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50249,2308797,56,192000,149550312,39424,196111704,7200,15,0,0,0,TACC-Frontera
50250,738431,128,248000,371349284,512,353891172,7200,32,1,0,0,Purdue-Anvil
50255,916126,128,248000,371401708,512,353670760,7200,32,0,0,0,Purdue-Anvil
50259,6608214,64,122000,669995228,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50260,67685,64,122000,669995284,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50266,10905556,8,32768,13951473876,512,593286392,34800,8,1,0,1,Manchester
50268,274223,8,32768,816576056,512,526226912,14400,9,1,0,1,UConn-HPC
50273,1340444,4,8000,3182324892,512,592951016,34800,4,1,0,0,NIKHEF
50274,2319500,64,122000,669995496,40960,131890088,7200,13,0,0,1,T3_US_NERSC
50278,4187263,48,192000,149583244,33792,196453572,7200,13,0,0,0,TACC-Stampede2
50291,3720567,8,20480,808339248,15360,190224064,34800,6,1,0,1,FZU
50298,97739,64,122000,669995320,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50312,34116,64,122000,669995840,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50313,10325632,128,248000,371354068,512,357456228,7200,32,1,0,0,Purdue-Anvil
50315,31880,56,192000,149552484,39424,196111704,7200,9,0,0,0,TACC-Frontera
50329,335156,128,248000,371348960,512,357456232,7200,32,1,0,0,Purdue-Anvil
50333,101827,64,122000,669995208,40960,131890088,7200,16,1,0,0,T3_US_NERSC
50338,2263917,8,32768,13945547032,512,594235816,34800,9,1,0,1,Manchester
50340,2308502,64,122000,669995244,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50342,2309925,56,192000,149509292,39424,196111712,7200,15,0,0,0,TACC-Frontera
50343,1369127,56,192000,149534460,39424,196111708,7200,15,0,0,0,TACC-Frontera
50358,186143,4,10000,1690136000,14080,135267684,34800,5,1,0,1,CCIN2P3
50363,856758,128,248000,371398392,512,357455720,7200,32,0,0,0,Purdue-Anvil
50364,485059,8,32768,835737652,512,521160916,14400,9,1,0,1,UConn-HPC
50365,2018033,1,3000,6640590628,35840,192743580,34800,1,1,1,1,BNL
50366,2444210,8,20240,1715428080,20480,66064240,34800,9,1,0,1,London_Brunel
50369,6550832,2,8000,422169668,512,786758736,34800,3,1,0,1,RAL
50374,282878,128,248000,371398356,512,356447332,7200,32,1,0,0,Purdue-Anvil
50379,695614,56,192000,149549940,39424,196111704,7200,13,0,0,0,TACC-Frontera
50382,221806,56,192000,149551288,39424,196111712,7200,15,0,0,0,TACC-Frontera
50387,2202005,8,32768,6160993840,512,593515848,34800,9,1,0,1,Manchester
50389,222515,56,192000,149550516,39424,196111704,7200,15,0,0,0,TACC-Frontera
50395,2212365,128,248000,371393528,512,354884200,7200,31,0,0,0,Purdue-Anvil
50396,807949,64,122000,669990684,40960,131890088,7200,16,1,0,0,T3_US_NERSC
50411,58067,64,122000,669995588,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50414,30926,64,122000,669995248,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50415,230866,64,122000,669995408,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50425,19971,64,122000,669995148,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50430,21543,56,192000,149544636,39424,196111704,7200,15,0,0,0,TACC-Frontera
50433,71355,56,192000,149494456,39424,196111704,7200,15,0,0,0,TACC-Frontera
50436,1517671,128,248000,371401512,512,357447272,7200,32,0,0,0,Purdue-Anvil
50437,51852,64,122000,669995344,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50445,80749,128,248000,371347280,512,356698468,7200,31,0,0,0,Purdue-Anvil
50448,489033,4,30000,2813743584,16384,306159052,34800,5,1,0,0,SURFsara
50451,184247,2,6400,675379560,25600,135739192,34800,3,1,0,1,BR_CBPF
50455,1567058,48,192000,149480120,33792,196453576,7200,13,0,0,0,TACC-Stampede2
50456,1796416,8,20240,1293065668,512,524791988,34800,9,1,0,1,CERN
50466,10365423,128,248000,371397428,512,357455972,7200,32,0,0,0,Purdue-Anvil
50468,846464,128,248000,371397676,512,352809828,7200,32,0,0,0,Purdue-Anvil
50472,8764,4,16000,251443308,16384,28642900,34800,4,0,0,0,JINR_CLOUD
50474,188267,56,192000,149550548,39424,196111712,7200,15,0,0,0,TACC-Frontera
50476,2255648,4,16000,188559484,16384,125107436,34800,4,0,0,1,JINR_CLOUD
50478,96757,56,192000,149545112,39424,196111708,7200,15,0,0,0,TACC-Frontera
50485,231,4,8192,736012628,512,1060489064,34800,5,1,0,1,London
50486,499535,64,122000,669995404,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50489,3318087,64,122000,669995904,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50499,241,8,32768,6358666564,512,594391560,34800,9,1,0,1,Manchester
50510,61056,64,122000,669995268,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50519,2316153,56,192000,149511516,39424,196111708,7200,15,0,0,0,TACC-Frontera
50520,2308592,128,248000,371336916,512,350919012,7200,32,0,0,0,Purdue-Anvil
50525,2205046,128,248000,371401708,512,353670760,7200,32,0,0,0,Purdue-Anvil
50529,67576,64,122000,669995268,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50530,67614,64,122000,669995364,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50536,188420,8,32768,13804407700,512,594151976,34800,9,1,0,1,Manchester
50538,13114386,8,32768,869037108,512,526226912,14400,9,1,0,1,UConn-HPC
50543,1131024,1,4096,3160891892,512,592351476,34800,1,1,1,1,NIKHEF
50544,490042,64,122000,669995936,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50548,1008690,48,192000,149571964,33792,196453612,7200,13,0,0,0,TACC-Stampede2
50549,1970848,8,48000,1637887828,512,399053120,34800,9,1,0,0,IN_TIFR
50561,2378842,8,20480,874742844,15360,185062688,34800,6,1,0,1,FZU
50568,21290,64,122000,669995404,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50576,2415909,1,2500,1437254236,512,267416216,32400,1,1,1,0,Michigan
50582,32628,64,122000,669995840,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50583,87547,128,248000,371403028,512,357455460,7200,32,0,0,0,Purdue-Anvil
50585,46098,56,192000,149547616,39424,196111704,7200,11,0,0,0,TACC-Frontera
50599,26256,128,248000,371347740,512,357096804,7200,32,0,0,0,Purdue-Anvil
50608,2624544,8,32768,13955544016,512,593948284,34800,9,1,0,1,Manchester
50610,20549,64,122000,669995204,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50612,60563,56,192000,149545320,39424,196111704,7200,15,0,0,0,TACC-Frontera
50613,82282,56,192000,149543404,39424,196111704,7200,15,0,0,0,TACC-Frontera
50628,328792,8,20240,111344460,30720,132400168,34800,8,1,0,1,UCSD
50633,483058,128,248000,371398404,512,357456232,7200,26,0,0,0,Purdue-Anvil
50634,1281826,4,16000,804870408,512,1089951120,34800,5,1,0,1,London_QMUL
50635,2009382,1,3000,6826910984,35840,195068836,34800,1,1,1,1,BNL
50636,2847557,8,20240,1560865036,25600,135389380,34800,8,1,0,0,London_Brunel
50639,686178,2,8000,198379484,22528,282726108,34800,2,1,0,0,RAL
50643,2151002,8,32768,14064492348,512,594313820,34800,9,1,0,1,Manchester
50644,340369,128,248000,371398356,512,356447332,7200,32,0,0,0,Purdue-Anvil
50649,786947,56,192000,149548716,39424,196111708,7200,13,0,0,0,TACC-Frontera
50652,221038,56,192000,149537040,39424,196111704,7200,15,0,0,0,TACC-Frontera
50659,1912177,56,192000,149531628,39424,196111708,7200,15,0,0,0,TACC-Frontera
50665,893227,128,248000,371383696,512,353773412,7200,32,1,0,0,Purdue-Anvil
50666,4367061,64,122000,669995904,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50681,472108,64,122000,669995348,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50684,493043,64,122000,669995708,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50685,267587,64,122000,669995448,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50689,27407,64,122000,669996012,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50695,28109,64,122000,669995188,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50700,2308997,56,192000,149544636,39424,196111704,7200,15,0,0,0,TACC-Frontera
50703,86060,56,192000,149542048,39424,196111704,7200,15,0,0,0,TACC-Frontera
50707,307933,64,122000,669995984,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50712,641815,8,32768,14173771384,512,591700360,34800,7,1,0,1,Manchester
50715,74890,128,248000,371347280,512,356698468,7200,31,0,0,0,Purdue-Anvil
50720,1090,8,32768,6289496672,512,594806856,34800,6,1,0,0,Manchester
50721,2399082,1,3000,6708385916,35840,194186972,34800,1,1,1,0,BNL
50724,1803986,4,16000,753073544,36608,425806516,34800,5,1,0,1,London_QMUL
50725,1151440,48,192000,149480120,33792,196453576,7200,13,0,0,0,TACC-Stampede2
50726,1473222,8,20240,1308252548,512,526886952,34800,9,1,0,0,CERN
50736,770612,128,248000,371398172,512,357456228,7200,32,0,0,0,Purdue-Anvil
50738,455116,128,248000,371397896,512,356428904,7200,32,0,0,0,Purdue-Anvil
50742,1986,4,16000,186945212,16384,125107436,34800,4,1,0,0,JINR_CLOUD
50744,556532,56,192000,149548696,39424,196111708,7200,15,0,0,0,TACC-Frontera
50746,892380,4,16000,209520944,16384,29174532,34800,4,0,0,0,JINR_CLOUD
50748,54998,56,192000,149540052,39424,196111708,7200,15,0,0,0,TACC-Frontera
50755,1149794,8,20000,1021332280,12288,24506992,34800,8,0,0,1,Bristol
50756,904049,64,122000,669995404,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50759,221661,64,122000,669995904,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50769,49394,8,32768,6346584884,512,594391560,34800,9,1,0,1,Manchester
50780,2230302,64,122000,669995228,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50789,20907,56,192000,149550036,39424,196111704,7200,15,0,0,0,TACC-Frontera
50790,6659172,128,248000,371400736,512,355393124,7200,32,0,0,0,Purdue-Anvil
50795,1518300,128,248000,371401708,512,353670760,7200,32,0,0,0,Purdue-Anvil
50799,74701,64,122000,669995268,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50806,5230427,8,32768,13767114900,512,593033884,34800,9,1,0,1,Manchester
50808,7062291,8,32768,873658908,512,523624064,14400,9,1,0,1,UConn-HPC
50813,1048562,4,8000,3178752752,512,592167444,34800,4,1,0,0,NIKHEF
50814,5609570,64,122000,669971816,40960,131890088,7200,8,0,0,0,T3_US_NERSC
50818,4189770,48,192000,149583244,33792,196453572,7200,13,0,0,0,TACC-Stampede2
50821,2373493,48,192000,149615348,33792,196453580,7200,13,0,0,0,TACC-Stampede2
50831,3901517,8,20480,818301488,15360,188111336,34800,6,1,0,1,FZU
50838,24902,64,122000,669995964,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50846,2059615,1,2500,3358590856,20480,99525656,32400,1,1,1,0,Michigan
50852,67418,64,122000,669995560,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50853,192949,128,248000,371403028,512,357455460,7200,32,0,0,0,Purdue-Anvil
50855,40415,56,192000,149541464,39424,196111716,7200,10,0,0,0,TACC-Frontera
50860,43114,64,122000,669995428,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50869,37406,128,248000,371346348,512,357044836,7200,32,1,0,0,Purdue-Anvil
50873,25173,56,192000,149535772,39424,196111704,7200,15,0,0,0,TACC-Frontera
50882,33201,56,192000,149552808,39424,196111704,7200,15,0,0,0,TACC-Frontera
50883,6744536,56,192000,149543840,39424,196111704,7200,14,0,0,0,TACC-Frontera
50898,184494,4,10000,1694542008,14080,135581388,34800,5,1,0,1,CCIN2P3
50902,871382,16,90624,558717504,16384,96991728,34800,16,0,0,0,CA_Victoria
50903,1777781,128,248000,371398356,512,357454692,7200,32,0,0,0,Purdue-Anvil
50904,1219892,8,32768,759306136,512,521160916,14400,9,1,0,1,UConn-HPC
50905,2021936,1,3000,13898957040,25344,388463924,34800,1,1,1,1,BNL
50906,2350136,8,20240,1695056824,20480,65924532,34800,9,1,0,1,London_Brunel
50909,3953342,2,8000,373115316,512,778872616,34800,2,1,0,0,RAL
50914,258477,128,248000,371398356,512,356447332,7200,32,0,0,0,Purdue-Anvil
50919,668317,56,192000,149544756,39424,196111708,7200,13,0,0,0,TACC-Frontera
50922,221785,56,192000,149548992,39424,196111708,7200,15,0,0,0,TACC-Frontera
50927,2134935,8,32768,1256769132,20480,132422268,34800,9,0,0,1,Manchester
50929,8711701,56,192000,149538144,39424,196111708,7200,15,0,0,0,TACC-Frontera
50935,1549142,128,248000,371393004,512,353601128,7200,32,1,0,0,Purdue-Anvil
50936,884947,64,122000,669995344,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50951,66435,64,122000,669995868,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50954,12253623,64,122000,669995604,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50955,54281,64,122000,669995148,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50959,35222,64,122000,669995236,40960,131890088,7200,9,0,0,0,T3_US_NERSC
50965,20081,64,122000,669995408,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50970,28301,56,192000,149544636,39424,196111704,7200,15,0,0,0,TACC-Frontera
50973,269729,56,192000,149552460,39424,196111708,7200,15,0,0,0,TACC-Frontera
50976,38175,128,248000,371351332,512,357447012,7200,32,0,0,0,Purdue-Anvil
50977,313283,64,122000,669995984,40960,131890088,7200,16,0,0,0,T3_US_NERSC
50982,605293,8,32768,14148145560,512,593215640,34800,7,1,0,1,Manchester
50985,350671,128,248000,371347280,512,356698468,7200,31,0,0,0,Purdue-Anvil
50990,13246191,8,32768,6396823424,512,594881608,34800,8,1,0,0,Manchester
50991,1964142,1,3000,13866278536,512,261135276,34800,1,1,1,0,BNL
50995,2599131,48,192000,149621268,33792,196453576,7200,13,0,0,0,TACC-Stampede2
50996,1653739,8,20240,1340526020,512,525019384,34800,9,1,0,0,CERN
51006,1112959,128,248000,371398012,512,356584804,7200,32,1,0,0,Purdue-Anvil
51014,188109,56,192000,149549432,39424,196111708,7200,15,0,0,0,TACC-Frontera
51018,97618,56,192000,149548372,39424,196111708,7200,10,0,0,0,TACC-Frontera
51026,8591202,64,122000,669990728,40960,131890088,7200,16,0,0,0,T3_US_NERSC
51029,1969930,64,122000,669996024,40960,131890088,7200,16,0,0,0,T3_US_NERSC
51039,466616,8,32768,6398176604,512,594400328,34800,9,1,0,1,Manchester
51050,2261677,64,122000,669995228,40960,131890088,7200,16,0,0,0,T3_US_NERSC
51059,20840,56,192000,149550036,39424,196111704,7200,15,0,0,0,TACC-Frontera
51060,17385,128,248000,371400736,512,355393124,7200,32,1,0,0,Purdue-Anvil
51065,280597,128,248000,371402092,512,352404068,7200,31,0,0,0,Purdue-Anvil
51069,2940846,64,122000,669995248,40960,131890088,7200,16,0,0,0,T3_US_NERSC
51070,67883,64,122000,669995724,40960,131890088,7200,16,0,0,0,T3_US_NERSC
51076,6057011,8,32768,13916385136,512,593238008,34800,9,1,0,1,Manchester
51078,15898965,8,32768,874828348,512,523749416,14400,9,1,0,0,UConn-HPC
51083,1307366,4,8000,3131139052,512,592351476,34800,4,1,0,0,NIKHEF
51084,353499,64,122000,669993356,40960,131890088,7200,16,0,0,0,T3_US_NERSC
51088,168862,48,192000,149605104,33792,196453696,7200,13,0,0,0,TACC-Stampede2
51089,4007219,8,48000,1676426328,512,398333660,34800,9,1,0,0,IN_TIFR
51108,24582,64,122000,669995964,40960,131890088,7200,16,0,0,0,T3_US_NERSC
51122,34712,64,122000,669986980,40960,131890088,7200,16,0,0,0,T3_US_NERSC
51125,69387,56,192000,149547260,39424,196111704,7200,10,0,0,0,TACC-Frontera
51130,81038,64,122000,669995428,40960,131890088,7200,16,0,0,0,T3_US_NERSC
51139,795811,128,248000,371345548,512,357456228,7200,32,0,0,0,Purdue-Anvil
51143,24322,56,192000,149547476,39424,196111704,7200,15,0,0,0,TACC-Frontera
51145,2509340,2,8000,173542580,22528,286591440,34800,2,1,0,0,RAL
51148,278,8,32768,13912565752,512,593952984,34800,9,1,0,1,Manchester
51150,2308631,64,122000,669995804,40960,131890088,7200,16,0,0,0,T3_US_NERSC
51152,8848933,56,192000,149509292,39424,196111712,7200,15,0,0,0,TACC-Frontera
51153,90170,56,192000,149541288,39424,196111704,7200,15,0,0,0,TACC-Frontera
51172,1139458,16,90624,558717504,16384,96991728,34800,16,0,0,0,CA_Victoria
51173,2310860,128,248000,371398808,512,357456228,7200,29,1,0,0,Purdue-Anvil
51174,3600,1,2500,2403215184,512,267689880,32400,1,1,1,0,Michigan
51175,2223343,1,3000,6826276396,35840,192635336,34800,1,1,1,1,BNL
51176,1669990,8,20240,1560123404,25600,135165688,34800,9,1,0,0,London_Brunel
51179,3010815,8,24576,867995560,20480,98300080,34800,6,1,0,0,Lancaster
51184,2451470,128,248000,371397932,512,357319016,7200,32,0,0,0,Purdue-Anvil
51189,464201,56,192000,149548680,39424,196111708,7200,15,0,0,0,TACC-Frontera
51192,1557994,56,192000,149548992,39424,196111708,7200,15,0,0,0,TACC-Frontera
51197,2248327,8,32768,6649465452,22528,255429296,34800,8,1,0,0,Manchester
51199,222445,56,192000,149540052,39424,196111708,7200,15,0,0,0,TACC-Frontera
51205,1677866,128,248000,371393004,512,353601128,7200,32,0,0,0,Purdue-Anvil
51206,416622,64,122000,669995304,40960,131890088,7200,16,0,0,0,T3_US_NERSC
51221,38099,64,122000,669995308,40960,131890088,7200,16,0,0,0,T3_US_NERSC
51224,1288642,64,122000,669976584,40960,131890088,7200,16,0,0,0,T3_US_NERSC
51225,78297,64,122000,669995808,40960,131890088,7200,16,0,0,0,T3_US_NERSC
51229,26724,64,122000,669996012,40960,131890088,7200,16,0,0,0,T3_US_NERSC
51235,27280,64,122000,669978708,40960,131890088,7200,16,0,0,0,T3_US_NERSC
51240,2308538,56,192000,149544636,39424,196111704,7200,15,0,0,0,TACC-Frontera
51243,2310990,56,192000,149532324,39424,196111708,7200,15,0,0,0,TACC-Frontera
51246,1503007,128,248000,371351332,512,357447012,7200,32,0,0,0,Purdue-Anvil
51247,898431,64,122000,669995264,40960,131890088,7200,16,0,0,0,T3_US_NERSC
51252,586753,8,32768,13699137668,512,592740892,34800,4,1,0,1,Manchester
51255,39280,128,248000,371397888,512,356711012,7200,30,0,0,0,Purdue-Anvil
51258,2962375,8,20480,1429243180,512,188073240,34800,6,1,0,1,FZU
51260,1087,8,32768,6433912708,512,594893128,34800,6,1,0,0,Manchester
51261,2481638,8,20240,1206206220,25600,245419600,34800,9,1,0,1,CERN
51265,952094,48,192000,149474232,33792,196453688,7200,13,0,0,0,TACC-Stampede2
51266,1479540,8,20240,1300865484,512,523506008,34800,9,1,0,0,CERN
51276,2191233,128,248000,371398120,512,354614376,7200,32,0,0,0,Purdue-Anvil
51278,177732,128,248000,371398304,512,352732260,7200,32,0,0,0,Purdue-Anvil
51284,10407538,56,192000,149549488,39424,196111712,7200,15,0,0,0,TACC-Frontera
51286,1339693,4,16000,178488620,16384,125107436,34800,3,0,0,0,JINR_CLOUD
51288,3218367,56,192000,149545112,39424,196111708,7200,15,0,0,0,TACC-Frontera
51295,25,4,8192,6897287872,512,1059729284,34800,5,1,0,1,London
51296,192856,64,122000,669995224,40960,131890088,7200,16,0,0,0,T3_US_NERSC
51299,221392,64,122000,669971764,40960,131890088,7200,16,0,0,0,T3_US_NERSC
51309,468381,8,32768,6300565156,512,594452492,34800,9,1,0,1,Manchester
51320,2213046,64,122000,669995228,40960,131890088,7200,16,0,0,0,T3_US_NERSC
51330,29722,128,248000,371400524,512,353898344,7200,32,0,0,0,Purdue-Anvil
51335,104650,128,248000,371401356,512,356677224,7200,32,0,0,0,Purdue-Anvil
