,DiskUsage,TotalCpus,TotalMemory,TotalDisk,CpuCacheSize,TotalVirtualMemory,GLIDEIN_Job_Max_Time,TotalSlots,CpuIsBusy,SlotType,Failure,Site
1,48360,56,192000,149506024,39424,196111704,7200,10,0,0,0,TACC-Frontera
3,238,8,20240,1283628100,512,527014528,34800,9,1,0,1,CERN
7,1951920,8,24576,1830108708,28160,199701984,34800,9,1,0,1,Lancaster
8,2157042,1,2500,1500135140,512,267460984,32400,1,1,1,1,Michigan
9,467131,8,24576,3643031404,20480,263837828,34800,7,1,0,1,SGrid
10,1041397,4,16000,249467208,16384,28642924,34800,4,0,0,1,JINR_CLOUD
12,224,4,16000,750869880,36608,428775740,34800,4,1,0,1,London_QMUL
13,1956003,1,2500,1581811428,512,267136072,32400,1,1,1,1,Michigan
23,98749,4,16000,187190028,16384,125611268,34800,5,0,0,1,JINR_CLOUD
26,21715,64,122000,669995148,40960,131890088,7200,16,0,0,0,T3_US_NERSC
27,43765,1,2500,1230587676,25600,135806108,32400,1,1,1,0,Michigan
28,145893,8,24576,860207100,20480,98066592,34800,9,0,0,0,Lancaster
29,1438271,128,248000,371350200,512,355757668,7200,32,0,0,0,Purdue-Anvil
30,7191822,128,248000,371350200,512,355757668,7200,32,1,0,0,Purdue-Anvil
35,8917523,128,248000,371401676,512,357456232,7200,32,0,0,0,Purdue-Anvil
38,39864,8,32768,837504208,512,520573696,14400,9,1,0,0,UConn-HPC
39,79428,128,248000,371401620,512,353772392,7200,32,1,0,0,Purdue-Anvil
40,696591,128,248000,371401736,512,357302888,7200,23,0,0,0,Purdue-Anvil
41,439327,8,32768,873807956,512,524667028,14400,9,1,0,0,UConn-HPC
42,7134647,2,6400,646810112,25600,135623748,34800,3,1,0,1,BR_CBPF
46,5037709,8,32768,13954744696,512,593258528,34800,9,1,0,1,Manchester
47,185053,4,16000,251440528,16384,28642928,34800,5,1,0,1,JINR_CLOUD
48,1166013,8,20240,1321855340,512,522228448,34800,9,1,0,1,CERN
55,2378736,8,16384,2877374540,512,317959936,34800,8,1,0,1,PIC
57,1621932,4,16000,251442784,16384,28642928,34800,5,0,0,0,JINR_CLOUD
58,9248063,128,248000,371398108,512,356851048,7200,32,0,0,0,Purdue-Anvil
59,1969824,8,48000,1673319844,512,398332892,34800,9,1,0,0,IN_TIFR
61,2748720,128,248000,371397824,512,355796840,7200,32,0,0,0,Purdue-Anvil
63,145,1,3000,6862955316,35840,194539792,34800,1,1,1,0,BNL
70,1142007,4,16000,335287408,16384,44467480,34800,4,0,0,1,JINR_CLOUD
72,7552,4,16000,209520164,16384,29174540,34800,3,0,0,0,JINR_CLOUD
76,644394,4,16000,187449672,16384,125107436,34800,5,0,0,1,JINR_CLOUD
77,302,4,16000,173201912,16384,125107436,34800,3,0,0,0,JINR_CLOUD
83,600039,128,248000,371393540,512,352407912,7200,32,0,0,0,Purdue-Anvil
84,6345314,4,16000,209518132,16384,29174540,34800,5,0,0,0,JINR_CLOUD
88,222202,128,248000,371340124,512,351950184,7200,30,0,0,0,Purdue-Anvil
89,2499682,4,16000,251443496,16384,28642920,34800,5,1,0,0,JINR_CLOUD
90,3951775,4,16000,209520568,16384,29174540,34800,4,0,0,0,JINR_CLOUD
92,143525,128,248000,371353388,512,355374184,7200,14,0,0,0,Purdue-Anvil
93,475341,8,20240,1335101716,25600,263145848,34800,9,1,0,1,CERN
95,36396,56,192000,149541372,39424,196111704,7200,10,0,0,0,TACC-Frontera
98,142361,8,24576,1871082940,28160,200073488,34800,9,1,0,1,Lancaster
103,9814050,8,32768,829513496,512,525898132,14400,4,1,0,1,UConn-HPC
107,464578,4,10000,1686569828,14080,133683504,34800,3,1,0,1,CCIN2P3
109,29691,128,248000,371376448,512,355712872,7200,32,1,0,0,Purdue-Anvil
110,465157,4,16000,184314452,16384,125611268,34800,4,1,0,1,JINR_CLOUD
111,462354,64,128914,3469557532,2048,165546916,34800,32,0,0,0,FNAL
112,462304,8,24576,872411560,20480,97426412,34800,7,0,0,1,Lancaster
113,8895849,56,192000,149549168,39424,196111704,7200,15,0,0,0,TACC-Frontera
116,250,8,20240,1150027940,20480,131239160,34800,2,1,0,1,CERN
119,2317709,56,192000,149551868,39424,196111708,7200,15,0,0,0,TACC-Frontera
120,1118144,128,248000,911383436,512,263689916,7200,32,0,0,0,SDSC-Expanse
122,14637305,128,248000,371400540,512,351639656,7200,32,0,0,0,Purdue-Anvil
123,973541,128,248000,371400540,512,351752296,7200,32,0,0,0,Purdue-Anvil
125,2230999,128,248000,371401704,512,357456232,7200,32,0,0,0,Purdue-Anvil
126,7806773,8,32768,874905076,512,526636080,14400,9,1,0,0,UConn-HPC
129,3379,8,32768,729831668,512,523947168,14400,9,1,0,1,UConn-HPC
132,579492,8,24576,1809129884,28160,200664644,34800,7,1,0,0,Lancaster
137,186701,4,16000,346585040,36608,428576436,34800,5,1,0,1,London_QMUL
138,8800689,64,122000,669971840,40960,131890088,7200,16,0,0,0,T3_US_NERSC
142,61379,8,32768,830362080,512,524502980,14400,9,1,0,1,UConn-HPC
143,2317008,128,248000,371396436,512,357456232,7200,32,0,0,0,Purdue-Anvil
144,1099939,2,4000,826069552,20480,95254048,34800,2,1,0,1,BR_CBPF
145,1745152,4,16000,331272120,16384,44467480,34800,4,1,0,0,JINR_CLOUD
146,1511644,8,20240,1701540112,20480,65978396,34800,9,1,0,0,London_Brunel
154,304583,128,248000,371398396,512,356863080,7200,32,1,0,0,Purdue-Anvil
155,3559861,128,248000,371398012,512,356585828,7200,32,0,0,0,Purdue-Anvil
157,30949,128,248000,371398068,512,355566952,7200,32,1,0,0,Purdue-Anvil
162,5000,128,248000,371398192,512,357067876,7200,32,0,0,0,Purdue-Anvil
166,389,4,16000,335227308,16384,44467488,34800,4,0,0,1,JINR_CLOUD
169,29636,128,248000,371393388,512,356679268,7200,31,1,0,0,Purdue-Anvil
170,37552,128,248000,371393644,512,354636904,7200,32,0,0,0,Purdue-Anvil
171,96956,128,248000,371393640,512,354056292,7200,32,0,0,0,Purdue-Anvil
172,23522,8,20240,1320510964,512,527519232,34800,5,1,0,0,CERN
175,3110919,1,2500,1133774024,25600,131632544,32400,1,1,1,0,Michigan
176,737204,128,248000,371340124,512,351410536,7200,32,0,0,0,Purdue-Anvil
180,984187,128,248000,371343392,512,351959656,7200,32,0,0,0,Purdue-Anvil
183,733334,8,20240,1275089208,512,525610732,34800,4,1,0,1,CERN
184,2365804,8,24576,872326652,20480,98031172,34800,3,1,0,1,Lancaster
185,4005502,8,24576,864258100,20480,97108156,34800,3,1,0,1,Lancaster
190,99469,2,8000,439837744,512,794859804,34800,3,1,0,1,RAL
191,467203,8,20240,1626803728,30720,525373400,34800,4,1,0,1,CERN
199,31182,128,248000,371393168,512,353427812,7200,32,0,0,0,Purdue-Anvil
200,464303,4,16000,188173736,16384,125611268,34800,4,0,0,1,JINR_CLOUD
203,99058,8,20240,1298837932,512,527165112,34800,9,1,0,1,CERN
206,33871,128,248000,371395528,512,356390504,7200,32,0,0,0,Purdue-Anvil
208,301931,8,24576,1866749936,28160,199558464,34800,9,1,0,0,Lancaster
210,335298,128,248000,371350200,512,355757668,7200,32,1,0,0,Purdue-Anvil
212,2423085,8,32768,571916048,512,527202084,14400,9,1,0,0,UConn-HPC
213,86228,128,248000,371400540,512,351752296,7200,32,0,0,0,Purdue-Anvil
216,1572386,128,248000,371352460,512,357433956,7200,32,0,0,0,Purdue-Anvil
218,4118278,8,20240,1342993192,25600,259202852,34800,9,1,0,1,CERN
222,2310189,64,122000,669995924,40960,131890088,7200,16,0,0,0,T3_US_NERSC
226,2277009,8,20480,865559516,30720,198111200,34800,6,1,0,1,FZU
227,7259773,8,32768,873861456,512,523671032,14400,9,1,0,0,UConn-HPC
228,369,8,20000,998497876,512,267395600,34800,8,1,0,0,Bristol
235,2117459,48,192000,149581004,33792,196453572,7200,13,0,0,0,TACC-Stampede2
241,883821,128,248000,371397740,512,356471396,7200,32,1,0,0,Purdue-Anvil
242,3833273,8,20240,1117984500,20480,119495536,34800,7,1,0,0,CERN
245,484,2,6400,692434568,25600,134964824,34800,2,1,0,1,BR_CBPF
247,628,2,6400,668968184,25600,134124424,34800,2,1,0,0,BR_CBPF
248,1179894,128,248000,371398308,512,357350756,7200,32,0,0,0,Purdue-Anvil
250,1009624,56,192000,149545768,39424,196111704,7200,15,0,0,0,TACC-Frontera
252,222606,64,122000,669995424,40960,131890088,7200,16,0,0,0,T3_US_NERSC
253,5665,4,16000,209520936,16384,29174532,34800,5,0,0,1,JINR_CLOUD
254,188429,128,248000,371397008,512,352398952,7200,32,0,0,0,Purdue-Anvil
255,4343562,4,16000,251440328,16384,28642928,34800,5,0,0,0,JINR_CLOUD
258,4175478,128,248000,371393160,512,356042852,7200,32,0,0,0,Purdue-Anvil
259,5312,4,16000,209520728,16384,29174540,34800,4,0,0,1,JINR_CLOUD
260,221393,128,248000,371393664,512,352351844,7200,32,0,0,0,Purdue-Anvil
261,1074,2,6400,679913440,25600,133631896,34800,2,1,0,0,BR_CBPF
262,248861,128,250000,2286154332,512,997230948,7200,32,0,0,0,PSC-Bridges2
266,626123,128,248000,371340124,512,351932264,7200,32,1,0,0,Purdue-Anvil
268,222002,64,122000,669995304,40960,131890088,7200,16,0,0,0,T3_US_NERSC
270,3875970,4,16000,188550260,16384,125107436,34800,5,0,0,0,JINR_CLOUD
271,45051,56,192000,149502720,39424,196111708,7200,8,0,0,0,TACC-Frontera
273,234,4,10000,1698204344,14080,135562172,34800,5,1,0,1,CCIN2P3
275,2678862,8,24576,859788544,20480,98018844,34800,3,1,0,1,Lancaster
276,465377,8,20240,2905075592,22528,392271616,34800,3,1,0,1,CERN
277,243,8,24576,1860622372,28160,199766580,34800,9,1,0,1,Lancaster
278,75,1,2500,1487337100,512,266010692,32400,1,1,1,1,Michigan
279,467775,8,24576,1020116856,512,531801816,34800,7,1,0,1,SGrid
281,466862,16,90624,558775468,16384,96993776,34800,17,0,0,1,CA_Victoria
282,17,4,16000,786703316,36608,428250156,34800,4,1,0,1,London_QMUL
287,465180,8,20240,1147540876,20480,129060696,34800,4,1,0,1,CERN
291,2496503,8,32768,839701256,512,524373980,14400,9,1,0,1,UConn-HPC
293,99176,4,16000,333102196,16384,44971320,34800,5,0,0,1,JINR_CLOUD
296,28825,64,122000,669995208,40960,131890088,7200,16,0,0,0,T3_US_NERSC
297,99588,1,3000,6787622952,35840,196018860,34800,1,1,1,1,BNL
299,5000,128,248000,371401312,512,357445992,7200,32,0,0,0,Purdue-Anvil
300,76216,128,248000,371350200,512,355757668,7200,32,1,0,0,Purdue-Anvil
305,401162,128,248000,371401460,512,357342564,7200,32,0,0,0,Purdue-Anvil
308,5161754,8,24576,1845161432,28160,200724888,34800,4,1,0,1,Lancaster
309,1822034,128,248000,371401880,512,352827752,7200,31,0,0,0,Purdue-Anvil
310,82435,128,248000,371401540,512,357120356,7200,32,0,0,0,Purdue-Anvil
311,915513,8,20240,155798384,30720,134716464,34800,5,1,0,1,UCSD
312,5872379,2,6400,685900404,25600,135435064,34800,3,1,0,1,BR_CBPF
316,221856,8,32768,6400400212,512,591752776,34800,8,1,0,1,Manchester
318,955103,8,20240,1330648528,512,527639648,34800,9,1,0,1,CERN
325,1812237,8,16384,1571300892,20480,124180084,34800,8,1,0,0,PIC
327,1444999,4,16000,209520904,16384,29174532,34800,5,0,0,1,JINR_CLOUD
328,12500,128,248000,371398108,512,356847208,7200,32,0,0,0,Purdue-Anvil
331,10751202,128,248000,371398356,512,355563624,7200,31,0,0,0,Purdue-Anvil
332,2181366,1,2500,2011714232,19712,200661872,32400,1,1,1,0,Michigan
341,708,8,24576,964062484,512,531782616,34800,6,1,0,1,SGrid
342,23274,4,16000,251443552,16384,28642904,34800,3,0,0,0,JINR_CLOUD
344,189065,128,248000,371397520,512,354476392,7200,32,0,0,0,Purdue-Anvil
346,971052,4,16000,188552916,16384,125107436,34800,3,0,0,1,JINR_CLOUD
347,24264,4,16000,182409564,16384,125107436,34800,3,0,0,0,JINR_CLOUD
352,4005913,4,16000,188500820,16384,125107436,34800,3,1,0,0,JINR_CLOUD
356,1063965,8,20240,1135100812,20480,128389592,34800,8,1,0,0,CERN
359,2936789,4,16000,335229388,16384,44467488,34800,5,0,0,0,JINR_CLOUD
360,36464,4,16000,251443412,16384,28642928,34800,5,0,0,0,JINR_CLOUD
362,134638,128,248000,371351568,512,356858728,7200,14,0,0,0,Purdue-Anvil
363,336949,8,20240,1408690756,22528,353819084,34800,9,1,0,1,CERN
368,468191,8,24576,1756707840,28160,200274076,34800,7,1,0,1,Lancaster
369,467144,2,6400,665102500,25600,117887340,34800,2,1,0,1,BR_CBPF
372,465345,8,20240,1186120036,20480,126920768,34800,5,1,0,0,CERN
373,75,8,32768,874547620,512,526481284,14400,6,0,0,1,UConn-HPC
377,464060,8,20240,1353205508,512,527596864,34800,5,1,0,1,CERN
379,35685,128,248000,371346228,512,357452904,7200,32,0,0,0,Purdue-Anvil
383,23552,56,192000,149543564,39424,196111704,7200,15,0,0,0,TACC-Frontera
390,3507899,128,248000,911383228,512,263689912,7200,32,0,0,0,SDSC-Expanse
392,12500,128,248000,371401024,512,352201832,7200,32,0,0,0,Purdue-Anvil
393,396139,128,248000,371402044,512,355756900,7200,32,0,0,0,Purdue-Anvil
395,929405,128,248000,371401704,512,357456232,7200,32,0,0,0,Purdue-Anvil
396,18449,8,32768,874905108,512,526636080,14400,8,1,0,1,UConn-HPC
397,1247261,1,2500,1545233732,512,267654584,32400,1,1,1,1,Michigan
406,15,1,2500,2391358796,512,267691412,32400,1,1,1,0,Michigan
408,9324948,64,122000,669995244,40960,131890088,7200,16,0,0,0,T3_US_NERSC
412,61336,8,32768,860456392,512,522830660,14400,9,1,0,0,UConn-HPC
413,5581451,128,248000,371398556,512,357451108,7200,32,0,0,0,Purdue-Anvil
414,976673,2,4000,819903136,20480,95504728,34800,2,1,0,0,BR_CBPF
415,2195,4,16000,251443460,16384,28642924,34800,4,0,0,0,JINR_CLOUD
416,807,8,20240,1692711436,25600,133082368,34800,9,1,0,0,London_Brunel
419,868266,4,16000,251440304,16384,28642924,34800,5,0,0,0,JINR_CLOUD
420,115191801,2,6400,656576460,25600,135080232,34800,3,1,0,0,BR_CBPF
422,186995,8,24576,816561040,20480,98416548,34800,5,1,0,0,Lancaster
424,261920,128,248000,371398396,512,356863080,7200,32,1,0,0,Purdue-Anvil
425,10311641,128,248000,371398136,512,357422692,7200,32,1,0,0,Purdue-Anvil
427,3089087,128,248000,371398068,512,355566952,7200,32,1,0,0,Purdue-Anvil
430,1705678,4,16000,209519792,16384,29174540,34800,3,0,0,1,JINR_CLOUD
432,2157932,128,248000,371398228,512,357455976,7200,32,0,0,0,Purdue-Anvil
439,908550,128,248000,371393388,512,356679268,7200,31,0,0,0,Purdue-Anvil
440,221563,56,192000,149531284,39424,196111708,7200,15,0,0,0,TACC-Frontera
441,470810,56,192000,149536956,39424,196111708,7200,15,0,0,0,TACC-Frontera
442,15800,8,20240,2981681272,22528,372223596,34800,5,1,0,0,CERN
445,3198463,1,2500,2220531548,512,265379504,32400,1,1,1,0,Michigan
450,187879,128,248000,371343504,512,352890472,7200,30,0,0,0,Purdue-Anvil
453,731805,2,6400,673293892,25600,135774008,34800,2,1,0,0,BR_CBPF
460,1431,2,8000,1477692892,19712,297289608,34800,3,1,0,0,RAL
466,465828,8,20240,1317649996,512,527525868,34800,5,1,0,1,CERN
469,36301,128,248000,371376448,512,355713896,7200,32,0,0,0,Purdue-Anvil
470,361382,8,20240,1188565792,512,445884568,34800,5,1,0,0,CERN
471,526302,2,6400,675809960,25600,135775516,34800,3,1,0,1,BR_CBPF
473,105859,16,90624,558416368,16384,96993776,34800,5,0,0,1,CA_Victoria
476,285328,128,248000,371402688,512,354925668,7200,32,1,0,0,Purdue-Anvil
477,47859,1,3000,6905667808,35840,195638120,34800,1,1,1,0,BNL
478,2788776,8,24576,1869496052,28160,199559660,34800,8,1,0,1,Lancaster
479,380,8,20240,1145983304,20480,124954748,34800,8,1,0,1,CERN
480,2309740,128,248000,371401108,512,356095080,7200,32,0,0,0,Purdue-Anvil
482,2379973,8,32768,803689592,512,526735208,14400,9,1,0,1,UConn-HPC
483,92160,128,248000,371350916,512,353596520,7200,32,0,0,0,Purdue-Anvil
484,1702,1,3000,14111969260,512,261795168,34800,1,1,1,1,BNL
486,2349237,128,248000,371349164,512,355773028,7200,30,0,0,0,Purdue-Anvil
488,3809581,8,20240,1153430728,20480,125449680,34800,9,1,0,0,CERN
492,81076,64,122000,669995404,40960,131890088,7200,16,0,0,0,T3_US_NERSC
495,75111,48,192000,149583760,33792,196453580,7200,13,0,0,0,TACC-Stampede2
497,21825,8,32768,525827088,512,524776700,14400,9,1,0,1,UConn-HPC
498,1284601,8,20000,958290408,512,265479912,34800,8,1,0,0,Bristol
505,8829175,48,192000,149577504,33792,196453568,7200,13,0,0,0,TACC-Stampede2
510,1240443,2,6400,652619552,25600,133953636,34800,3,1,0,1,BR_CBPF
511,13942954,128,248000,371397740,512,356471396,7200,32,1,0,0,Purdue-Anvil
512,3667401,8,20240,1175331948,20480,119381036,34800,9,1,0,0,CERN
515,3258,2,6400,676547408,25600,135330816,34800,3,1,0,0,BR_CBPF
517,1952273,1,2500,1561635020,20480,99849128,32400,1,1,1,1,Michigan
518,947596,128,248000,371397652,512,356661860,7200,32,0,0,0,Purdue-Anvil
520,222089,56,192000,149549940,39424,196111704,7200,15,0,0,0,TACC-Frontera
522,221468,64,122000,669995324,40960,131890088,7200,16,0,0,0,T3_US_NERSC
523,1118925,8,20240,2988817744,512,526639468,34800,4,1,0,0,CERN
524,4344652,128,248000,371397008,512,352398952,7200,32,0,0,0,Purdue-Anvil
525,302,4,16000,188556412,16384,125107436,34800,5,0,0,1,JINR_CLOUD
526,341515,4,16000,188555308,16384,125107436,34800,4,0,0,0,JINR_CLOUD
528,46865,128,248000,371393588,512,354473576,7200,32,0,0,0,Purdue-Anvil
530,222515,128,248000,371393596,512,354443880,7200,32,0,0,0,Purdue-Anvil
531,5573303,8,20240,1193508596,20480,130614264,34800,4,1,0,0,CERN
532,248813,128,250000,2286154332,512,997230948,7200,32,0,0,0,PSC-Bridges2
536,610323,128,248000,371392940,512,352886376,7200,31,1,0,0,Purdue-Anvil
538,420549,64,122000,669995244,40960,131890088,7200,16,0,0,0,T3_US_NERSC
540,3203140,4,16000,209519104,16384,29174532,34800,5,0,0,0,JINR_CLOUD
543,237,8,20240,3122182516,22528,384961976,34800,7,1,0,1,CERN
545,4325378,8,24576,1867782260,28160,530663000,34800,5,1,0,1,Lancaster
546,464881,8,20240,874934500,20480,127540104,34800,3,1,0,1,CERN
547,441,8,24576,1860622372,28160,199766580,34800,9,1,0,1,Lancaster
548,1887511,1,2500,1533888440,30720,132750640,32400,1,1,1,1,Michigan
550,466375,8,20240,1286162284,512,527490628,34800,4,1,0,1,CERN
551,743546,16,90624,558779604,16384,96993776,34800,17,0,0,1,CA_Victoria
554,559,1,2500,1219231044,25600,132527208,32400,1,1,1,1,Michigan
556,2317488,8,32768,794032760,512,522891408,14400,9,1,0,1,UConn-HPC
557,463993,8,20240,1354619872,512,527522612,34800,5,1,0,1,CERN
559,463177,8,20240,1380234860,25600,256299252,34800,5,1,0,1,CERN
561,2158439,8,32768,619520556,512,524373980,14400,9,1,0,1,UConn-HPC
562,462590,8,20240,1126574136,512,296657436,34800,5,1,0,0,CERN
566,29992,64,122000,669995928,40960,131890088,7200,16,0,0,0,T3_US_NERSC
567,77192,1,2500,2460206196,20480,102847968,32400,1,1,1,1,Michigan
569,135822,128,248000,371401312,512,357445992,7200,32,0,0,0,Purdue-Anvil
570,26866,128,248000,371402776,512,357443428,7200,31,0,0,0,Purdue-Anvil
575,272639,128,248000,371401460,512,357342564,7200,32,0,0,0,Purdue-Anvil
578,5033894,8,24576,864935220,20480,98643888,34800,9,1,0,0,Lancaster
579,2310751,128,248000,371401172,512,352744040,7200,32,1,0,0,Purdue-Anvil
580,62360,128,248000,371401620,512,353772392,7200,32,0,0,0,Purdue-Anvil
581,439334,8,32768,805995724,512,524498688,14400,9,1,0,0,UConn-HPC
582,10625116,8,20240,1457696500,20480,129211856,34800,5,1,0,1,CERN
586,4847994,8,32768,13964249740,512,593067212,34800,9,1,0,1,Manchester
587,733437,8,20240,1219123984,512,527606764,34800,6,1,0,1,CERN
588,977722,8,20240,1270634448,512,511043380,34800,9,1,0,1,CERN
593,2516562,8,16384,5331594972,35840,156350228,34800,8,1,0,0,PIC
595,2442221,8,16384,3202235808,512,317550804,34800,8,1,0,1,PIC
597,1706143,4,16000,251443100,16384,28642928,34800,5,0,0,0,JINR_CLOUD
601,60131,128,248000,371397824,512,355796840,7200,32,0,0,0,Purdue-Anvil
602,2491359,1,2500,1632759916,30720,135819476,32400,1,1,1,0,Michigan
603,928962,8,20240,1108134240,20480,116126532,34800,4,1,0,1,CERN
610,71024,4,16000,209520356,16384,29174532,34800,4,0,0,0,JINR_CLOUD
613,4692472,8,20240,1298467140,512,527749508,34800,8,1,0,0,CERN
614,5404946,128,248000,371398056,512,354444392,7200,32,0,0,0,Purdue-Anvil
616,911664,4,16000,177325480,16384,125107436,34800,2,1,0,0,JINR_CLOUD
617,24326,4,16000,188557948,16384,125107436,34800,3,0,0,0,JINR_CLOUD
622,240942,4,16000,188500468,16384,125107436,34800,2,1,0,1,JINR_CLOUD
624,308,4,16000,335229368,16384,44467480,34800,2,1,0,0,JINR_CLOUD
626,743487,8,20240,1305742644,512,527569288,34800,5,1,0,1,CERN
627,1132083,8,20240,1408392224,20480,121511436,34800,8,1,0,0,CERN
630,39212,4,16000,335227864,16384,44467488,34800,4,0,0,1,JINR_CLOUD
632,97311,128,248000,371352980,512,357409128,7200,24,0,0,0,Purdue-Anvil
633,406232,8,20240,1437516952,20480,131152908,34800,9,1,0,1,CERN
634,4512861,8,24576,1752512504,49152,267263032,34800,4,0,0,1,Lancaster
635,33511,56,192000,149557620,39424,196111704,7200,10,0,0,0,TACC-Frontera
639,469203,8,20240,1359644008,512,520186944,34800,5,1,0,1,CERN
642,493861,8,20240,1101060216,20480,117953396,34800,4,1,0,0,CERN
647,2181277,1,2500,1597982260,30720,267867032,32400,1,1,1,1,Michigan
649,42703,128,248000,371346228,512,357452904,7200,32,0,0,0,Purdue-Anvil
650,463900,4,16000,184290288,16384,125611268,34800,4,1,0,1,JINR_CLOUD
653,893267,56,192000,149546944,39424,196111704,7200,15,0,0,0,TACC-Frontera
656,260,2,8000,355679536,512,795362116,34800,3,1,0,0,RAL
659,2309050,56,192000,149550464,39424,196111704,7200,15,0,0,0,TACC-Frontera
660,31305,128,248000,911383156,512,263689916,7200,32,0,0,0,SDSC-Expanse
662,12500,128,248000,371351876,512,357439336,7200,32,0,0,0,Purdue-Anvil
663,1264201,128,248000,371402004,512,357225828,7200,32,1,0,0,Purdue-Anvil
665,2317123,128,248000,371402112,512,356723812,7200,32,0,0,0,Purdue-Anvil
666,32731,8,32768,874905076,512,526636080,14400,9,1,0,0,UConn-HPC
667,34500,8,32768,794484028,512,526027008,14400,7,1,0,1,UConn-HPC
676,685,8,32768,874906212,512,523462100,14400,9,1,0,0,UConn-HPC
677,9320873,8,32768,874791100,512,524072448,14400,9,1,0,0,UConn-HPC
678,8816801,64,122000,669995924,40960,131890088,7200,16,0,0,0,T3_US_NERSC
682,3605548,4,16000,742942568,36608,428660320,34800,5,1,0,1,London_QMUL
683,9663704,128,248000,371398724,512,357455204,7200,32,0,0,0,Purdue-Anvil
684,2275849,2,6400,664611444,25600,302105912,34800,3,1,0,1,BR_CBPF
686,1427405,8,20240,1680506104,20480,66533384,34800,9,1,0,1,London_Brunel
690,3897976,2,6400,669434844,25600,134032696,34800,3,1,0,1,BR_CBPF
694,188844,128,248000,371397628,512,356887140,7200,32,0,0,0,Purdue-Anvil
695,221913,128,248000,371398136,512,357422692,7200,32,1,0,0,Purdue-Anvil
697,3639585,128,248000,371398172,512,357456228,7200,32,1,0,0,Purdue-Anvil
700,1704053,4,16000,209519792,16384,29174540,34800,3,0,0,1,JINR_CLOUD
702,338193,128,248000,371367124,512,357344612,7200,32,1,0,0,Purdue-Anvil
706,1718836,4,16000,251441804,16384,28642924,34800,4,1,0,0,JINR_CLOUD
709,2151111,128,248000,371392540,512,356348260,7200,32,0,0,0,Purdue-Anvil
710,221805,56,192000,149546136,39424,196111704,7200,15,0,0,0,TACC-Frontera
711,221779,56,192000,149536956,39424,196111708,7200,15,0,0,0,TACC-Frontera
712,17772,8,20240,3005089724,22528,392373776,34800,5,1,0,0,CERN
715,2953024,1,2500,1235396500,25600,134176008,32400,1,1,1,0,Michigan
720,863281,128,248000,371343504,512,357287012,7200,32,0,0,0,Purdue-Anvil
723,730731,8,20240,1243256232,512,527555836,34800,3,1,0,1,CERN
724,4215692,8,24576,872891216,20480,98063444,34800,3,0,0,1,Lancaster
736,465595,8,20240,1301488672,512,527413360,34800,5,1,0,1,CERN
739,87154,128,248000,371398656,512,357279848,7200,32,0,0,0,Purdue-Anvil
740,302,8,20240,1313515684,512,527494872,34800,5,1,0,1,CERN
746,32366,128,248000,371395528,512,356390504,7200,32,0,0,0,Purdue-Anvil
750,1692338,128,248000,371401184,512,357390440,7200,32,0,0,0,Purdue-Anvil
751,2876309,1,2500,1233129376,25600,132751160,32400,1,1,1,0,Michigan
753,82650,128,248000,371350916,512,353596520,7200,32,1,0,0,Purdue-Anvil
756,2237835,128,248000,371402092,512,352766820,7200,32,0,0,0,Purdue-Anvil
758,6107352,8,20240,1281567580,512,483940272,34800,9,1,0,1,CERN
761,1160309,8,20240,1300179840,25600,263069360,34800,4,1,0,1,CERN
762,2454371,64,122000,669995248,40960,131890088,7200,6,0,0,0,T3_US_NERSC
766,1214264,8,20480,889997064,15360,193097484,34800,6,1,0,1,FZU
768,393,8,20000,1002861488,512,266716788,34800,8,1,0,1,Bristol
774,1903939,2,4000,830439196,20480,95252256,34800,2,1,0,0,BR_CBPF
775,1062663,48,192000,149582304,33792,196453568,7200,13,0,0,0,TACC-Stampede2
776,1737800,2,4000,819974484,20480,95846668,34800,2,1,0,1,BR_CBPF
780,4288419,2,6400,660317468,25600,135698276,34800,3,1,0,1,BR_CBPF
781,2440438,128,248000,371397740,512,356471396,7200,32,1,0,0,Purdue-Anvil
782,3036133,8,20240,1354130628,20480,115224616,34800,7,1,0,0,CERN
785,105852,4,16000,335288632,16384,44467488,34800,2,0,0,0,JINR_CLOUD
787,2476,4,10000,1603950216,14080,134915916,34800,3,1,0,0,CCIN2P3
788,378103,128,248000,371398324,512,357436776,7200,31,0,0,0,Purdue-Anvil
790,1203233,56,192000,149549576,39424,196111708,7200,15,0,0,0,TACC-Frontera
792,221807,64,122000,669995080,40960,131890088,7200,16,0,0,0,T3_US_NERSC
793,75,1,3000,6907418176,35840,193838468,34800,1,1,1,0,BNL
794,188546,128,248000,371397008,512,352398952,7200,32,0,0,0,Purdue-Anvil
795,3792555,8,20240,1367693916,25600,259958696,34800,9,1,0,0,CERN
796,425261,4,16000,188553848,16384,125107436,34800,4,1,0,0,JINR_CLOUD
798,5000,128,248000,371393588,512,354473576,7200,32,0,0,0,Purdue-Anvil
799,6381,4,16000,251439540,16384,28642928,34800,4,0,0,1,JINR_CLOUD
800,222005,128,248000,371393620,512,354283108,7200,32,0,0,0,Purdue-Anvil
802,248975,128,250000,2286154332,512,997230948,7200,32,0,0,0,PSC-Bridges2
806,454596,128,248000,371393044,512,352726632,7200,32,0,0,0,Purdue-Anvil
808,220746,64,122000,669995964,40960,131890088,7200,16,0,0,0,T3_US_NERSC
811,37382,56,192000,149503180,39424,196111704,7200,8,0,0,0,TACC-Frontera
